EmployeeID,EmployeeName,Position,GasStationID,PhoneNumber,Email,StartDate,Address
279,Employee 279,Cashier,52,469484281,employee279@example.com,18/6/2023,"Bach Dang, City"
280,Employee 280,Manager,59,936063944,employee280@example.com,19/11/2023,"Tran Nao, City"
281,Employee 281,Manager,63,537058084,employee281@example.com,12/9/2023,"Ly Thai To, City"
282,Employee 282,Maintenance,50,586224902,employee282@example.com,22/10/2023,"Nguyen Dinh Chieu, City"
283,Employee 283,Maintenance,16,414052678,employee283@example.com,1/5/2023,"Ha Huy Giap, City"
284,Employee 284,Maintenance,67,961445326,employee284@example.com,22/5/2023,"Tran Hung Dao, City"
285,Employee 285,Maintenance,60,495193244,employee285@example.com,21/7/2023,"Hong Bang, City"
286,Employee 286,Maintenance,36,985696106,employee286@example.com,19/5/2023,"Duong Le Thanh Ton, City"
287,Employee 287,Cashier,59,359314078,employee287@example.com,3/12/2023,"Duong Vo Thi Sau, City"
288,Employee 288,Manager,21,748511919,employee288@example.com,11/1/2024,"Ton Duc Thang, City"
289,Employee 289,Manager,13,853075288,employee289@example.com,1/8/2023,"Duong Tran Quoc Thao, City"
290,Employee 290,Cashier,19,311243458,employee290@example.com,26/2/2024,"Hong Bang, City"
291,Employee 291,Pump Attendant,48,437856220,employee291@example.com,3/2/2024,"Tran Hung Dao, City"
292,Employee 292,Pump Attendant,29,210966308,employee292@example.com,4/9/2023,"Ha Huy Giap, City"
293,Employee 293,Pump Attendant,23,773914345,employee293@example.com,8/4/2023,"Duong Le Van Sy, City"
294,Employee 294,Manager,49,271734055,employee294@example.com,18/1/2024,"Nguyen Dinh Chieu, City"
295,Employee 295,Manager,2,419264888,employee295@example.com,18/7/2023,"Duong Bui Vien, City"
296,Employee 296,Manager,68,994970700,employee296@example.com,27/9/2023,"Le Lai, City"
297,Employee 297,Manager,6,981178943,employee297@example.com,26/12/2023,"Duong Cach Mang Thang Tam, City"
298,Employee 298,Cashier,43,924084766,employee298@example.com,21/3/2024,"Duong Dien Bien Phu, City"
299,Employee 299,Cashier,3,299525971,employee299@example.com,15/6/2023,"Phan Van Tri, City"
300,Employee 300,Maintenance,56,181800634,employee300@example.com,25/7/2023,"Duong Nguyen Binh Khiem, City"
301,Employee 301,Cashier,98,449089017,employee301@example.com,26/4/2023,"Duong Nguyen Hue, City"
302,Employee 302,Pump Attendant,2,185845174,employee302@example.com,12/6/2023,"Phan Van Tri, City"
303,Employee 303,Pump Attendant,77,870453933,employee303@example.com,12/9/2023,"Duong Hung Vuong, City"
304,Employee 304,Pump Attendant,48,209653642,employee304@example.com,12/1/2024,"Duong Nguyen Thi Minh Khai, City"
305,Employee 305,Cashier,1,505913877,employee305@example.com,20/9/2023,"Duong Hai Ba Trung, City"
306,Employee 306,Cashier,64,689988610,employee306@example.com,7/9/2023,"Le Lai, City"
307,Employee 307,Pump Attendant,87,433437505,employee307@example.com,18/8/2023,"Phan Van Tri, City"
308,Employee 308,Maintenance,66,541985110,employee308@example.com,12/11/2023,"Le Van Sy, City"
309,Employee 309,Manager,26,452106579,employee309@example.com,30/8/2023,"Nam Ky Khoi Nghia, City"
310,Employee 310,Pump Attendant,25,106607031,employee310@example.com,17/7/2023,"Tran Nao, City"
311,Employee 311,Cashier,84,730689928,employee311@example.com,16/4/2023,"Duong Nguyen Thi Minh Khai, City"
312,Employee 312,Manager,6,440420413,employee312@example.com,27/8/2023,"Tran Xuan Soan, City"
313,Employee 313,Manager,61,325700605,employee313@example.com,26/8/2023,"Cach Mang Thang Tam, City"
314,Employee 314,Cashier,89,544906860,employee314@example.com,13/11/2023,"Ton Duc Thang, City"
315,Employee 315,Maintenance,64,982672131,employee315@example.com,6/12/2023,"An Duong Vuong, City"
316,Employee 316,Maintenance,59,237028939,employee316@example.com,29/5/2023,"Duong Nguyen Huu Canh, City"
317,Employee 317,Manager,45,415071725,employee317@example.com,27/12/2023,"Duong Bui Vien, City"
318,Employee 318,Pump Attendant,80,459098911,employee318@example.com,18/1/2024,"Duong Nguyen Thi Minh Khai, City"
319,Employee 319,Pump Attendant,5,907238364,employee319@example.com,12/6/2023,"Bach Dang, City"
320,Employee 320,Pump Attendant,18,945472670,employee320@example.com,12/3/2024,"Tran Hung Dao, City"
321,Employee 321,Pump Attendant,87,776959662,employee321@example.com,30/9/2023,"Le Van Sy, City"
322,Employee 322,Manager,8,623095722,employee322@example.com,19/4/2023,"Duong Vo Van Kiet, City"
323,Employee 323,Maintenance,65,226410266,employee323@example.com,15/9/2023,"Nguyen Dinh Chieu, City"
324,Employee 324,Maintenance,89,671593254,employee324@example.com,21/3/2024,"Dien Bien Phu, City"
325,Employee 325,Cashier,61,693719092,employee325@example.com,10/8/2023,"Nam Ky Khoi Nghia, City"
326,Employee 326,Maintenance,96,971161693,employee326@example.com,22/6/2023,"Dai Lo Dong Tay, City"
327,Employee 327,Pump Attendant,91,757278909,employee327@example.com,5/8/2023,"Duong Ton Duc Thang, City"
328,Employee 328,Cashier,39,155834302,employee328@example.com,30/5/2023,"Vo Van Ngan, City"
329,Employee 329,Cashier,29,886008214,employee329@example.com,6/1/2024,"Duong Dien Bien Phu, City"
330,Employee 330,Cashier,41,789058229,employee330@example.com,28/2/2024,"Dai Lo Dong Tay, City"
331,Employee 331,Cashier,7,997612677,employee331@example.com,16/2/2024,"Tran Nao, City"
332,Employee 332,Pump Attendant,8,668790198,employee332@example.com,2/3/2024,"Le Van Sy, City"
333,Employee 333,Pump Attendant,78,280192290,employee333@example.com,28/10/2023,"Tran Nao, City"
334,Employee 334,Cashier,34,185047802,employee334@example.com,9/4/2023,"Duong Ton Duc Thang, City"
335,Employee 335,Cashier,27,111259885,employee335@example.com,4/10/2023,"Bach Dang, City"
336,Employee 336,Manager,61,584290754,employee336@example.com,21/8/2023,"Ham Nghi, City"
337,Employee 337,Manager,19,219640320,employee337@example.com,21/6/2023,"Duong Le Duan, City"
338,Employee 338,Manager,52,129863434,employee338@example.com,11/3/2024,"Vo Van Ngan, City"
339,Employee 339,Pump Attendant,80,854194596,employee339@example.com,21/10/2023,"Vo Van Ngan, City"
340,Employee 340,Manager,93,451242977,employee340@example.com,24/4/2023,"Bach Dang, City"
341,Employee 341,Manager,17,255784805,employee341@example.com,16/7/2023,"Le Van Khuong, City"
342,Employee 342,Manager,22,657631659,employee342@example.com,6/5/2023,"Phan Van Tri, City"
343,Employee 343,Cashier,7,721263898,employee343@example.com,7/5/2023,"Duong Nguyen Tri Phuong, City"
344,Employee 344,Maintenance,52,686498351,employee344@example.com,25/5/2023,"Duong Tran Hung Dao, City"
345,Employee 345,Manager,2,907264828,employee345@example.com,24/12/2023,"Duong Pasteur, City"
346,Employee 346,Pump Attendant,19,782133186,employee346@example.com,28/11/2023,"Tran Nao, City"
347,Employee 347,Manager,66,751427503,employee347@example.com,27/1/2024,"Nam Ky Khoi Nghia, City"
348,Employee 348,Pump Attendant,19,709403473,employee348@example.com,26/3/2024,"Phan Van Tri, City"
349,Employee 349,Pump Attendant,74,983513725,employee349@example.com,9/2/2024,"Duong Le Van Sy, City"
350,Employee 350,Maintenance,49,737105355,employee350@example.com,15/7/2023,"Duong Nguyen Huu Canh, City"
351,Employee 351,Pump Attendant,25,908162324,employee351@example.com,28/8/2023,"Le Van Khuong, City"
352,Employee 352,Pump Attendant,73,142855547,employee352@example.com,25/4/2023,"Duong Nguyen Thi Minh Khai, City"
353,Employee 353,Pump Attendant,26,116303544,employee353@example.com,11/4/2023,"Ly Thai To, City"
354,Employee 354,Maintenance,73,760222325,employee354@example.com,13/6/2023,"Duong Hung Vuong, City"
355,Employee 355,Manager,38,867720997,employee355@example.com,4/9/2023,"Bach Dang, City"
356,Employee 356,Cashier,75,197440101,employee356@example.com,15/11/2023,"Duong Ton Duc Thang, City"
357,Employee 357,Pump Attendant,96,100228024,employee357@example.com,29/7/2023,"Nguyen Thi Thap, City"
358,Employee 358,Pump Attendant,49,896225983,employee358@example.com,14/10/2023,"Le Van Sy, City"
359,Employee 359,Cashier,53,846104063,employee359@example.com,3/4/2023,"Xo Viet Nghe Tinh, City"
360,Employee 360,Cashier,57,869730586,employee360@example.com,27/9/2023,"Duong Nguyen Thi Minh Khai, City"
361,Employee 361,Manager,42,735445125,employee361@example.com,7/12/2023,"Cach Mang Thang Tam, City"
362,Employee 362,Cashier,56,115712765,employee362@example.com,13/2/2024,"Nguyen Hong, City"
363,Employee 363,Pump Attendant,69,935751254,employee363@example.com,15/4/2023,"Tran Nao, City"
364,Employee 364,Pump Attendant,27,521947659,employee364@example.com,31/1/2024,"Xo Viet Nghe Tinh, City"
365,Employee 365,Pump Attendant,11,784728852,employee365@example.com,26/2/2024,"Nguyen Van Cu, City"
366,Employee 366,Pump Attendant,30,272781978,employee366@example.com,1/10/2023,"Xo Viet Nghe Tinh, City"
367,Employee 367,Manager,52,420051934,employee367@example.com,22/8/2023,"Duong Truong Dinh, City"
368,Employee 368,Manager,63,370199202,employee368@example.com,25/1/2024,"Duong Le Thanh Ton, City"
369,Employee 369,Manager,44,874592222,employee369@example.com,1/12/2023,"Tran Xuan Soan, City"
370,Employee 370,Pump Attendant,55,736343325,employee370@example.com,17/1/2024,"Nguyen Tat Thanh, City"
371,Employee 371,Manager,97,675783903,employee371@example.com,16/11/2023,"Duong Le Van Sy, City"
372,Employee 372,Maintenance,32,827452756,employee372@example.com,6/2/2024,"Nguyen Van Cu, City"
373,Employee 373,Pump Attendant,46,339550111,employee373@example.com,27/11/2023,"Duong Le Van Sy, City"
374,Employee 374,Pump Attendant,88,263986701,employee374@example.com,9/4/2023,"Tran Hung Dao, City"
375,Employee 375,Maintenance,91,883412301,employee375@example.com,11/6/2023,"Tran Nao, City"
376,Employee 376,Manager,3,718503722,employee376@example.com,1/4/2024,"Duong Pasteur, City"
377,Employee 377,Pump Attendant,96,502665097,employee377@example.com,2/3/2024,"Cau Sai Gon, City"
378,Employee 378,Manager,7,487393029,employee378@example.com,2/8/2023,"Nguyen Tat Thanh, City"
379,Employee 379,Pump Attendant,25,614829574,employee379@example.com,27/4/2023,"Le Van Khuong, City"
380,Employee 380,Maintenance,28,521788939,employee380@example.com,4/6/2023,"Nguyen Van Cu, City"
381,Employee 381,Manager,17,274112839,employee381@example.com,17/7/2023,"Duong Le Thanh Ton, City"
382,Employee 382,Pump Attendant,8,895187789,employee382@example.com,5/1/2024,"Tran Quoc Toan, City"
383,Employee 383,Pump Attendant,35,205615768,employee383@example.com,6/11/2023,"Duong Le Thanh Ton, City"
384,Employee 384,Maintenance,94,569637913,employee384@example.com,15/3/2024,"Le Lai, City"
385,Employee 385,Maintenance,77,216427417,employee385@example.com,9/8/2023,"Nguyen Tat Thanh, City"
386,Employee 386,Pump Attendant,29,750622670,employee386@example.com,11/6/2023,"Ton Duc Thang, City"
387,Employee 387,Pump Attendant,71,636768928,employee387@example.com,10/7/2023,"Le Lai, City"
388,Employee 388,Pump Attendant,98,377067220,employee388@example.com,14/3/2024,"Le Van Khuong, City"
389,Employee 389,Pump Attendant,11,120690545,employee389@example.com,1/6/2023,"Nguyen Dinh Chieu, City"
390,Employee 390,Maintenance,20,506446568,employee390@example.com,29/6/2023,"Tran Quoc Toan, City"
391,Employee 391,Pump Attendant,38,524918019,employee391@example.com,9/6/2023,"Bach Dang, City"
392,Employee 392,Manager,51,444259936,employee392@example.com,26/10/2023,"Duong Nguyen Van Cu, City"
393,Employee 393,Manager,74,321855274,employee393@example.com,9/8/2023,"Duong Nguyen Thi Minh Khai, City"
394,Employee 394,Maintenance,49,892218877,employee394@example.com,7/5/2023,"Le Lai, City"
395,Employee 395,Manager,52,616267511,employee395@example.com,28/3/2024,"Nguyen Tri Phuong, City"
396,Employee 396,Maintenance,20,244034972,employee396@example.com,18/11/2023,"Duong Tran Hung Dao, City"
397,Employee 397,Maintenance,18,148171130,employee397@example.com,7/6/2023,"Ky Con, City"
398,Employee 398,Pump Attendant,92,753744870,employee398@example.com,8/3/2024,"Duong Pasteur, City"
399,Employee 399,Pump Attendant,31,511723748,employee399@example.com,17/3/2024,"Tran Hung Dao, City"
400,Employee 400,Pump Attendant,74,462187634,employee400@example.com,6/2/2024,"Le Van Khuong, City"
401,Employee 401,Cashier,52,681287619,employee401@example.com,30/5/2023,"Duong Ton Duc Thang, City"
402,Employee 402,Cashier,74,168887902,employee402@example.com,26/7/2023,"Duong Nguyen Huu Canh, City"
403,Employee 403,Maintenance,36,303239587,employee403@example.com,3/12/2023,"Duong Pasteur, City"
404,Employee 404,Manager,51,256088971,employee404@example.com,2/12/2023,"Duong Hung Vuong, City"
405,Employee 405,Pump Attendant,99,765468810,employee405@example.com,17/9/2023,"Nguyen Dinh Chieu, City"
406,Employee 406,Cashier,27,413188261,employee406@example.com,24/1/2024,"Duong Le Thanh Ton, City"
407,Employee 407,Manager,95,161113619,employee407@example.com,3/12/2023,"Ha Huy Giap, City"
408,Employee 408,Maintenance,38,576468096,employee408@example.com,28/9/2023,"Duong Ton Duc Thang, City"
409,Employee 409,Manager,89,155225676,employee409@example.com,4/9/2023,"Duong Vo Van Kiet, City"
410,Employee 410,Cashier,92,630224756,employee410@example.com,24/4/2023,"Tran Xuan Soan, City"
411,Employee 411,Manager,64,953492733,employee411@example.com,5/5/2023,"Ky Con, City"
412,Employee 412,Manager,25,902459300,employee412@example.com,23/9/2023,"Cau Sai Gon, City"
413,Employee 413,Manager,39,597706231,employee413@example.com,20/8/2023,"Nguyen Dinh Chieu, City"
414,Employee 414,Pump Attendant,80,411537640,employee414@example.com,23/7/2023,"Nguyen Cong Tru, City"
415,Employee 415,Maintenance,47,902504398,employee415@example.com,2/11/2023,"Tran Nao, City"
416,Employee 416,Pump Attendant,63,248674925,employee416@example.com,17/5/2023,"Duong Nguyen Hue, City"
417,Employee 417,Maintenance,58,411479591,employee417@example.com,19/1/2024,"Tran Nao, City"
418,Employee 418,Cashier,13,925021018,employee418@example.com,13/4/2023,"Tran Quoc Toan, City"
419,Employee 419,Cashier,18,451262607,employee419@example.com,25/2/2024,"Duong Bui Vien, City"
420,Employee 420,Manager,42,417285131,employee420@example.com,3/6/2023,"Nguyen Van Cu, City"
421,Employee 421,Cashier,42,866625720,employee421@example.com,5/12/2023,"Duong Nguyen Thi Minh Khai, City"
422,Employee 422,Maintenance,81,952633050,employee422@example.com,7/8/2023,"Phan Van Tri, City"
423,Employee 423,Cashier,55,761588731,employee423@example.com,10/10/2023,"Duong Nam Ky Khoi Nghia, City"
424,Employee 424,Cashier,46,713112133,employee424@example.com,24/7/2023,"Le Van Khuong, City"
425,Employee 425,Maintenance,93,984037559,employee425@example.com,14/8/2023,"Duong Nguyen Tri Phuong, City"
426,Employee 426,Pump Attendant,33,836494390,employee426@example.com,13/6/2023,"Tran Xuan Soan, City"
427,Employee 427,Maintenance,52,643067663,employee427@example.com,8/8/2023,"Ton Duc Thang, City"
428,Employee 428,Cashier,38,671318204,employee428@example.com,24/5/2023,"Ton Duc Thang, City"
429,Employee 429,Cashier,61,662009762,employee429@example.com,8/3/2024,"Nguyen Hong, City"
430,Employee 430,Maintenance,69,443774545,employee430@example.com,6/11/2023,"Duong Nam Ky Khoi Nghia, City"
431,Employee 431,Pump Attendant,72,399273869,employee431@example.com,4/12/2023,"Ha Huy Giap, City"
432,Employee 432,Pump Attendant,18,739940215,employee432@example.com,23/10/2023,"Nam Ky Khoi Nghia, City"
433,Employee 433,Maintenance,99,564653079,employee433@example.com,28/12/2023,"Duong Nam Ky Khoi Nghia, City"
434,Employee 434,Maintenance,28,479469697,employee434@example.com,29/6/2023,"Duong Le Loi, City"
435,Employee 435,Maintenance,59,566871383,employee435@example.com,30/8/2023,"Duong Nguyen Tri Phuong, City"
436,Employee 436,Maintenance,98,276625299,employee436@example.com,16/4/2023,"Duong Vo Thi Sau, City"
437,Employee 437,Manager,76,729658970,employee437@example.com,6/2/2024,"Dai Lo Dong Tay, City"
438,Employee 438,Maintenance,87,302278934,employee438@example.com,12/9/2023,"Duong Tran Quoc Thao, City"
439,Employee 439,Cashier,38,194092241,employee439@example.com,18/11/2023,"Nguyen Hong, City"
440,Employee 440,Pump Attendant,53,570401009,employee440@example.com,10/12/2023,"Duong Le Loi, City"
441,Employee 441,Manager,71,186674676,employee441@example.com,17/12/2023,"Nguyen Van Cu, City"
442,Employee 442,Cashier,39,749922187,employee442@example.com,25/4/2023,"Duong Hai Ba Trung, City"
443,Employee 443,Maintenance,30,814735811,employee443@example.com,7/6/2023,"Duong Pham Ngoc Thach, City"
444,Employee 444,Cashier,66,293307180,employee444@example.com,13/6/2023,"Duong Ton Duc Thang, City"
445,Employee 445,Cashier,50,575463242,employee445@example.com,10/4/2023,"Duong Pham Ngoc Thach, City"
446,Employee 446,Manager,29,949826225,employee446@example.com,21/5/2023,"Vo Van Ngan, City"
447,Employee 447,Cashier,91,417534239,employee447@example.com,20/10/2023,"Duong Le Loi, City"
448,Employee 448,Pump Attendant,2,179752704,employee448@example.com,22/1/2024,"Cach Mang Thang Tam, City"
449,Employee 449,Cashier,27,515312522,employee449@example.com,16/7/2023,"Duong Le Van Sy, City"
450,Employee 450,Manager,26,755591371,employee450@example.com,10/9/2023,"Xa Lo Ha Noi, City"
451,Employee 451,Pump Attendant,24,443091453,employee451@example.com,11/5/2023,"Thong Nhat, City"
452,Employee 452,Cashier,54,902226795,employee452@example.com,16/6/2023,"Nguyen Van Cu, City"
453,Employee 453,Maintenance,98,729080454,employee453@example.com,7/8/2023,"Dai Lo Dong Tay, City"
454,Employee 454,Cashier,34,237223069,employee454@example.com,17/6/2023,"Cach Mang Thang Tam, City"
455,Employee 455,Cashier,12,911235086,employee455@example.com,19/12/2023,"Phan Van Tri, City"
456,Employee 456,Cashier,40,779186457,employee456@example.com,23/6/2023,"Le Lai, City"
457,Employee 457,Cashier,99,572363957,employee457@example.com,16/3/2024,"Dai Lo Dong Tay, City"
458,Employee 458,Pump Attendant,85,293270173,employee458@example.com,15/7/2023,"Nam Ky Khoi Nghia, City"
459,Employee 459,Maintenance,40,817835927,employee459@example.com,17/11/2023,"Duong Nam Ky Khoi Nghia, City"
460,Employee 460,Cashier,20,132159543,employee460@example.com,23/3/2024,"Duong Tran Quoc Thao, City"
461,Employee 461,Manager,60,760234293,employee461@example.com,11/8/2023,"An Duong Vuong, City"
462,Employee 462,Manager,66,424957889,employee462@example.com,3/9/2023,"Duong Pham Ngoc Thach, City"
463,Employee 463,Pump Attendant,81,899953368,employee463@example.com,20/7/2023,"Phan Van Tri, City"
464,Employee 464,Manager,33,151536260,employee464@example.com,15/6/2023,"Nguyen Thi Thap, City"
465,Employee 465,Cashier,23,855737275,employee465@example.com,15/4/2023,"Dien Bien Phu, City"
466,Employee 466,Maintenance,76,557005695,employee466@example.com,30/1/2024,"Nguyen Dinh Chieu, City"
467,Employee 467,Cashier,43,506591445,employee467@example.com,28/1/2024,"Duong Hai Ba Trung, City"
468,Employee 468,Maintenance,79,710631457,employee468@example.com,14/5/2023,"Le Van Khuong, City"
469,Employee 469,Maintenance,81,576684828,employee469@example.com,12/2/2024,"Nguyen Tri Phuong, City"
470,Employee 470,Maintenance,41,147963993,employee470@example.com,8/9/2023,"Nguyen Dinh Chieu, City"
471,Employee 471,Pump Attendant,71,532085437,employee471@example.com,30/1/2024,"Cach Mang Thang Tam, City"
472,Employee 472,Cashier,5,901758166,employee472@example.com,16/1/2024,"Duong Vo Thi Sau, City"
473,Employee 473,Maintenance,78,996929270,employee473@example.com,16/8/2023,"Duong Tran Quoc Thao, City"
474,Employee 474,Cashier,17,964667343,employee474@example.com,14/8/2023,"Dien Bien Phu, City"
475,Employee 475,Pump Attendant,43,479281799,employee475@example.com,22/1/2024,"Cach Mang Thang Tam, City"
476,Employee 476,Pump Attendant,18,918765861,employee476@example.com,22/9/2023,"Duong Nguyen Tri Phuong, City"
477,Employee 477,Pump Attendant,75,390441224,employee477@example.com,27/9/2023,"Xa Lo Ha Noi, City"
478,Employee 478,Maintenance,24,622016058,employee478@example.com,9/8/2023,"Le Lai, City"
479,Employee 479,Maintenance,41,245786760,employee479@example.com,2/3/2024,"Duong Le Van Sy, City"
480,Employee 480,Manager,4,346760701,employee480@example.com,19/5/2023,"Nam Ky Khoi Nghia, City"
481,Employee 481,Cashier,6,672595202,employee481@example.com,15/7/2023,"Duong Phan Xich Long, City"
482,Employee 482,Manager,67,128402368,employee482@example.com,1/1/2024,"Le Van Sy, City"
483,Employee 483,Cashier,81,885724510,employee483@example.com,17/6/2023,"Vo Van Ngan, City"
484,Employee 484,Manager,84,151967078,employee484@example.com,25/5/2023,"Kinh Duong Vuong, City"
485,Employee 485,Cashier,87,323133712,employee485@example.com,22/9/2023,"Duong Nguyen Thi Minh Khai, City"
486,Employee 486,Pump Attendant,71,471861914,employee486@example.com,3/9/2023,"Cau Sai Gon, City"
487,Employee 487,Cashier,86,621238082,employee487@example.com,25/1/2024,"Duong Nguyen Hue, City"
488,Employee 488,Maintenance,96,447122948,employee488@example.com,23/11/2023,"Le Van Khuong, City"
489,Employee 489,Manager,90,630210080,employee489@example.com,12/9/2023,"Nam Ky Khoi Nghia, City"
490,Employee 490,Pump Attendant,7,477881339,employee490@example.com,29/3/2024,"Duong Nguyen Van Cu, City"
491,Employee 491,Maintenance,51,317895672,employee491@example.com,7/7/2023,"Pham Van Dong, City"
492,Employee 492,Manager,29,869767883,employee492@example.com,3/2/2024,"Tran Hung Dao, City"
493,Employee 493,Maintenance,31,641629747,employee493@example.com,4/3/2024,"Dien Bien Phu, City"
494,Employee 494,Manager,84,634573076,employee494@example.com,20/8/2023,"Duong Tran Hung Dao, City"
495,Employee 495,Cashier,82,758823312,employee495@example.com,7/10/2023,"Duong Nguyen Tri Phuong, City"
496,Employee 496,Pump Attendant,99,121128206,employee496@example.com,1/11/2023,"Tran Xuan Soan, City"
497,Employee 497,Maintenance,26,298799574,employee497@example.com,1/5/2023,"Duong Nguyen Tri Phuong, City"
498,Employee 498,Maintenance,18,478071266,employee498@example.com,23/5/2023,"Nguyen Tat Thanh, City"
499,Employee 499,Pump Attendant,34,548531262,employee499@example.com,21/12/2023,"Cau Sai Gon, City"
500,Employee 500,Manager,88,380229352,employee500@example.com,7/1/2024,"Nguyen Van Cu, City"
